heartRate_cozie,light_cozie,noise_cozie,thermal_cozie,user_id,humidity_sensing,light_sensing,noise_sensing,temperature_sensing,temperature_mbient,hour_sin,hour_cos,day_of_week_sin,day_of_week_cos
58.0,9.0,10.0,9.0,cresh02,59.761,249.0,55.0,27.4711,29.125,-0.3947438563842672,-0.9187912101488983,0.43388373911755823,-0.900968867902419
58.0,10.0,10.0,10.0,cresh02,59.8863,245.0,53.0,27.4121,29.125,-0.3947438563842672,-0.9187912101488983,0.43388373911755823,-0.900968867902419
58.0,11.0,11.0,11.0,cresh02,59.8863,245.0,53.0,27.4121,29.125,-0.3947438563842672,-0.9187912101488983,0.43388373911755823,-0.900968867902419
58.0,10.0,10.0,9.0,cresh02,59.8863,245.0,53.0,27.4121,29.125,-0.3947438563842672,-0.9187912101488983,0.43388373911755823,-0.900968867902419
59.0,10.0,10.0,11.0,cresh02,59.8863,245.0,53.0,27.4121,29.125,-0.3987490689252463,-0.917060074385124,0.43388373911755823,-0.900968867902419
57.0,10.0,11.0,11.0,cresh02,59.8863,245.0,53.0,27.4121,29.125,-0.3987490689252463,-0.917060074385124,0.43388373911755823,-0.900968867902419
55.0,11.0,11.0,11.0,cresh02,59.8863,245.0,53.0,27.4121,29.125,-0.3987490689252463,-0.917060074385124,0.43388373911755823,-0.900968867902419
98.0,9.0,11.0,11.0,cresh13,78.6303,255.0,70.0,29.6159,29.75,-0.410718852613477,-0.9117620435770887,0.43388373911755823,-0.900968867902419
96.0,10.0,10.0,10.0,cresh09,59.3936,322.0,52.0,27.5574,29.625,-0.43837114678907746,-0.8987940462991669,0.43388373911755823,-0.900968867902419
93.0,10.0,10.0,10.0,cresh09,59.0153,255.0,53.0,27.5437,29.375,-0.5112930860770519,-0.8594064115014528,0.43388373911755823,-0.900968867902419
67.0,9.0,10.0,9.0,cresh22,59.1041,253.0,49.0,27.4563,28.75,-0.5187732581605216,-0.8549118706729465,0.43388373911755823,-0.900968867902419
68.0,9.0,10.0,9.0,cresh22,58.2707,96.0,50.0,27.5743,28.625,-0.5842496656374345,-0.8115739819650122,0.43388373911755823,-0.900968867902419
92.0,10.0,10.0,11.0,cresh09,58.6977,91.0,53.0,27.5743,30.125,-0.587785252292473,-0.8090169943749475,0.43388373911755823,-0.900968867902419
76.0,9.0,11.0,11.0,cresh13,59.6357,75.0,54.0,27.4963,29.625,-0.6087614290087207,-0.7933533402912352,0.43388373911755823,-0.900968867902419
92.0,10.0,10.0,10.0,cresh09,58.2488,106.0,48.0,27.5153,29.625,-0.6560590289905072,-0.7547095802227721,0.43388373911755823,-0.900968867902419
79.0,10.0,10.0,10.0,cresh06,53.4141,65.0,44.0,24.3586,28.75,-0.6819983600624984,-0.7313537016191707,0.43388373911755823,-0.900968867902419
97.0,10.0,10.0,10.0,cresh09,58.9094,93.0,49.0,27.5437,29.75,-0.7223639620597555,-0.6915130557822695,0.43388373911755823,-0.900968867902419
74.0,10.0,10.0,11.0,cresh06,53.3897,64.0,44.0,24.4175,29.375,-0.7283709698824001,-0.6851829903263593,0.43388373911755823,-0.900968867902419
74.0,9.0,11.0,11.0,cresh13,58.3413,72.0,54.0,27.4058,30.125,-0.7660444431189779,-0.6427876096865396,0.43388373911755823,-0.900968867902419
98.0,10.0,10.0,10.0,cresh09,58.6369,223.0,52.0,27.5574,29.375,-0.7743926440821854,-0.6327053285625163,0.43388373911755823,-0.900968867902419
73.0,10.0,10.0,10.0,cresh06,53.0394,64.0,44.0,24.4765,29.875,-0.8012538126910604,-0.5983246005706593,0.43388373911755823,-0.900968867902419
90.0,10.0,10.0,10.0,cresh09,58.677,211.0,50.0,27.5574,29.375,-0.8290375725550418,-0.5591929034707466,0.43388373911755823,-0.900968867902419
77.0,10.0,10.0,10.0,cresh06,53.0138,63.0,52.0,24.4933,29.375,-0.8338858220671681,-0.5519369853120584,0.43388373911755823,-0.900968867902419
67.0,10.0,10.0,10.0,cresh06,52.3897,65.0,49.0,24.5355,28.875,-0.8660254037844384,-0.5000000000000004,0.43388373911755823,-0.900968867902419
85.0,10.0,10.0,10.0,cresh09,59.0335,197.0,51.0,27.4848,29.25,-0.8746197071393959,-0.48480962024633684,0.43388373911755823,-0.900968867902419
81.0,9.0,11.0,11.0,cresh15,86.9579,39.0,70.0,27.3163,30.875,-0.8808907382053857,-0.4733196671848431,0.43388373911755823,-0.900968867902419
70.0,10.0,10.0,10.0,cresh06,52.178000000000004,62.0,46.0,24.9514,29.5,-0.9063077870366502,-0.4226182617406991,0.43388373911755823,-0.900968867902419
74.0,9.0,11.0,11.0,cresh15,72.8428,51.0,67.0,27.7069,31.25,-0.9187912101488984,-0.39474385638426707,0.43388373911755823,-0.900968867902419
88.0,10.0,10.0,11.0,cresh09,59.2549,196.0,52.0,27.4984,29.375,-0.9187912101488984,-0.39474385638426707,0.43388373911755823,-0.900968867902419
71.0,10.0,10.0,10.0,cresh06,51.7644,62.0,46.0,24.8787,29.75,-0.9222009716704517,-0.3867109616368209,0.43388373911755823,-0.900968867902419
83.0,10.0,10.0,10.0,cresh09,59.2488,205.0,55.0,27.5437,29.125,-0.9455185755993168,-0.32556815445715664,0.43388373911755823,-0.900968867902419
82.0,9.0,11.0,11.0,cresh15,84.015,50.0,65.0,27.6701,31.125,-0.9455185755993168,-0.32556815445715664,0.43388373911755823,-0.900968867902419
69.0,10.0,10.0,10.0,cresh06,51.2291,64.0,46.0,24.864,29.625,-0.9469301294951056,-0.3214394653031618,0.43388373911755823,-0.900968867902419
81.0,9.0,11.0,11.0,cresh15,86.9469,49.0,69.0,27.4626,31.5,-0.9681476403781076,-0.25038000405444183,0.43388373911755823,-0.900968867902419
75.0,10.0,10.0,11.0,cresh09,59.4946,204.0,50.0,27.53,29.5,-0.9723699203976767,-0.23344536385590517,0.43388373911755823,-0.900968867902419
67.0,10.0,10.0,10.0,cresh06,51.7863,62.0,46.0,25.0409,29.75,-0.9733792584604485,-0.22920039092241418,0.43388373911755823,-0.900968867902419
66.0,9.0,11.0,11.0,cresh15,83.9432,43.0,69.0,27.7017,31.0,-0.9840406976462909,-0.17794354547384147,0.43388373911755823,-0.900968867902419
70.0,10.0,10.0,11.0,cresh13,58.3705,69.0,53.0,27.2152,29.75,-0.9840406976462909,-0.17794354547384147,0.43388373911755823,-0.900968867902419
82.0,10.0,10.0,10.0,cresh09,59.5907,204.0,49.0,27.4711,29.0,-0.9876883405951377,-0.15643446504023106,0.43388373911755823,-0.900968867902419
72.0,9.0,11.0,11.0,cresh15,82.7461,40.0,68.0,27.6564,31.125,-0.9945218953682734,-0.10452846326765335,0.43388373911755823,-0.900968867902419
84.0,10.0,10.0,10.0,cresh09,59.5238,200.0,48.0,27.4258,28.625,-0.9975640502598242,-0.06975647374412558,0.43388373911755823,-0.900968867902419
71.0,10.0,10.0,11.0,cresh22,59.5238,200.0,48.0,27.4258,28.75,-0.9978589232386035,-0.06540312923014273,0.43388373911755823,-0.900968867902419
64.0,10.0,10.0,10.0,cresh06,51.6415,61.0,48.0,24.625,28.75,-0.9983916705573488,-0.056692787563377714,0.43388373911755823,-0.900968867902419
69.0,9.0,11.0,11.0,cresh15,81.3433,31.0,67.0,27.8807,30.75,-0.9996573249755573,-0.026176948307873482,0.43388373911755823,-0.900968867902419
63.0,9.0,10.0,11.0,cresh22,59.5554,197.0,52.0,27.3521,28.75,-0.999914327574007,-0.013089595571344698,0.43388373911755823,-0.900968867902419
81.0,10.0,10.0,10.0,cresh09,59.0651,194.0,47.0,27.4848,28.75,-0.9998476951563913,0.01745240643728313,0.43388373911755823,-0.900968867902419
82.0,9.0,11.0,11.0,cresh13,57.8023,65.0,56.0,27.1215,29.625,-0.998134798421867,0.06104853953485644,0.43388373911755823,-0.900968867902419
94.0,10.0,10.0,10.0,cresh09,64.45100000000001,14.0,46.0,26.3539,29.375,-0.9824503977255098,0.18652403600873432,0.43388373911755823,-0.900968867902419
72.0,10.0,10.0,9.0,cresh14,59.4009,178.0,48.0,27.1868,28.5,-0.9733792584604486,0.2292003909224138,0.43388373911755823,-0.900968867902419
84.0,10.0,10.0,10.0,cresh09,64.3731,13.0,46.0,26.3539,29.25,-0.9624552364536474,0.2714404498650739,0.43388373911755823,-0.900968867902419
75.0,10.0,10.0,9.0,cresh14,59.7294,176.0,49.0,27.0688,28.5,-0.9510565162951536,0.30901699437494723,0.43388373911755823,-0.900968867902419
82.0,10.0,10.0,10.0,cresh09,64.4863,13.0,47.0,26.3234,29.125,-0.9396926207859083,0.34202014332566905,0.43388373911755823,-0.900968867902419
70.0,10.0,10.0,9.0,cresh14,60.3146,176.0,49.0,26.993000000000002,28.125,-0.917060074385124,0.39874906892524625,0.43388373911755823,-0.900968867902419
73.0,10.0,10.0,9.0,cresh14,62.1188,176.0,47.0,27.5153,28.625,-0.8949343616020249,0.4461978131098091,0.43388373911755823,-0.900968867902419
73.0,10.0,10.0,11.0,cresh13,63.0714,176.0,46.0,27.9765,29.375,-0.8241261886220159,0.5664062369248325,0.43388373911755823,-0.900968867902419
86.0,10.0,10.0,10.0,cresh26,60.8158,131.0,50.0,26.8298,29.375,0.40673664307580043,-0.9135454576426008,-0.433883739117558,-0.9009688679024191
68.0,10.0,10.0,10.0,cresh29,60.7246,144.0,48.0,26.8151,27.5,0.3947438563842674,-0.9187912101488982,-0.433883739117558,-0.9009688679024191
71.0,10.0,10.0,10.0,cresh26,60.8328,155.0,48.0,26.7877,29.125,0.39073112848927377,-0.9205048534524404,-0.433883739117558,-0.9009688679024191
104.0,10.0,10.0,10.0,cresh26,60.5932,195.0,48.0,26.8014,29.0,0.32969064526278735,-0.9440890203927842,-0.433883739117558,-0.9009688679024191
72.0,10.0,10.0,10.0,cresh26,60.2975,251.0,50.0,26.8919,28.875,0.24615329302899322,-0.9692309097067544,-0.433883739117558,-0.9009688679024191
58.0,10.0,10.0,10.0,cresh29,60.1406,255.0,49.0,26.8919,27.375,0.19936793441719725,-0.9799247046208296,-0.433883739117558,-0.9009688679024191
63.0,10.0,10.0,10.0,cresh26,60.1917,268.0,49.0,26.8604,28.75,0.19080899537654497,-0.981627183447664,-0.433883739117558,-0.9009688679024191
68.0,10.0,10.0,10.0,cresh26,59.7221,224.0,48.0,26.9509,28.75,0.08280820751220419,-0.9965655024977614,-0.433883739117558,-0.9009688679024191
86.0,11.0,11.0,10.0,cresh26,81.437,42.0,66.0,29.4137,29.125,-0.03925981575906871,-0.9992290362407229,-0.433883739117558,-0.9009688679024191
93.0,10.0,10.0,10.0,cresh26,73.0022,63.0,67.0,27.7069,29.25,-0.06975647374412527,-0.9975640502598242,-0.433883739117558,-0.9009688679024191
97.0,10.0,10.0,10.0,cresh06,59.8948,67.0,52.0,26.9509,28.625,-0.13917310096006552,-0.9902680687415703,-0.433883739117558,-0.9009688679024191
85.0,10.0,10.0,10.0,cresh06,59.7562,80.0,49.0,26.993000000000002,28.75,-0.15212338618991686,-0.9883615104677607,-0.433883739117558,-0.9009688679024191
70.0,10.0,10.0,10.0,cresh26,93.3924,78.0,65.0,25.9969,28.5,-0.16074256560382616,-0.9869963665602319,-0.433883739117558,-0.9009688679024191
61.0,9.0,10.0,10.0,cresh06,59.9678,128.0,49.0,26.9509,29.0,-0.19080899537654475,-0.981627183447664,-0.433883739117558,-0.9009688679024191
70.0,10.0,10.0,10.0,cresh26,94.01899999999999,117.0,66.0,25.859,28.375,-0.2206974350215009,-0.9753423205085128,-0.433883739117558,-0.9009688679024191
59.0,9.0,10.0,10.0,cresh06,59.7841,217.0,48.0,26.9509,28.75,-0.2588190451025208,-0.9659258262890683,-0.433883739117558,-0.9009688679024191
57.0,9.0,10.0,9.0,cresh06,59.6965,244.0,51.0,26.9783,29.0,-0.32143946530316153,-0.9469301294951057,-0.433883739117558,-0.9009688679024191
59.0,9.0,10.0,9.0,cresh06,59.6965,244.0,51.0,26.9783,29.0,-0.32143946530316153,-0.9469301294951057,-0.433883739117558,-0.9009688679024191
61.0,9.0,10.0,9.0,cresh06,59.9447,235.0,48.0,27.0099,29.0,-0.38268343236508967,-0.9238795325112867,-0.433883739117558,-0.9009688679024191
58.0,9.0,10.0,9.0,cresh06,60.0858,246.0,49.0,26.9509,28.875,-0.4422886902190011,-0.8968727415326884,-0.433883739117558,-0.9009688679024191
91.0,10.0,10.0,11.0,cresh09,52.7632,65.0,51.0,24.4618,28.875,-0.48480962024633695,-0.8746197071393959,-0.433883739117558,-0.9009688679024191
83.0,10.0,10.0,10.0,cresh27,53.0965,65.0,53.0,24.7008,28.25,-0.5262139236518696,-0.8503522249955628,-0.433883739117558,-0.9009688679024191
78.0,9.0,11.0,11.0,cresh15,86.7851,181.0,67.0,27.7017,30.125,-0.5372996083468239,-0.8433914458128856,-0.433883739117558,-0.9009688679024191
57.0,10.0,10.0,9.0,cresh06,59.9131,167.0,51.0,27.1415,28.5,-0.5555702330196023,-0.8314696123025451,-0.433883739117558,-0.9009688679024191
97.0,10.0,10.0,10.0,cresh09,52.8411,65.0,46.0,24.6871,29.0,-0.5591929034707467,-0.8290375725550418,-0.433883739117558,-0.9009688679024191
72.0,9.0,11.0,11.0,cresh15,83.6305,143.0,68.0,27.4342,30.0,-0.5948227867513411,-0.8038568606172175,-0.433883739117558,-0.9009688679024191
63.0,9.0,10.0,9.0,cresh06,60.0068,150.0,53.0,27.1415,28.375,-0.6087614290087207,-0.7933533402912352,-0.433883739117558,-0.9009688679024191
96.0,10.0,10.0,10.0,cresh09,52.8617,158.0,42.0,24.4597,29.375,-0.6327053285625159,-0.7743926440821857,-0.433883739117558,-0.9009688679024191
68.0,9.0,11.0,11.0,cresh15,79.60600000000001,165.0,64.0,27.5521,30.125,-0.6527597524627224,-0.7575649843840495,-0.433883739117558,-0.9009688679024191
96.0,11.0,11.0,10.0,cresh10,79.60600000000001,165.0,64.0,27.5521,27.625,-0.6527597524627224,-0.7575649843840495,-0.433883739117558,-0.9009688679024191
58.0,10.0,10.0,9.0,cresh06,60.1698,161.0,52.0,27.1415,28.625,-0.6593458151000688,-0.7518398074789774,-0.433883739117558,-0.9009688679024191
96.0,10.0,10.0,9.0,cresh09,52.4104,65.0,45.0,24.625,29.875,-0.6946583704589974,-0.7193398003386511,-0.433883739117558,-0.9009688679024191
79.0,10.0,10.0,10.0,cresh10,82.1073,177.0,68.0,27.2573,28.75,-0.7009092642998509,-0.7132504491541816,-0.433883739117558,-0.9009688679024191
65.0,9.0,11.0,11.0,cresh15,82.4395,173.0,62.0,27.3889,30.375,-0.7009092642998509,-0.7132504491541816,-0.433883739117558,-0.9009688679024191
63.0,10.0,11.0,9.0,cresh06,59.997,203.0,54.0,27.2005,28.5,-0.7071067811865475,-0.7071067811865477,-0.433883739117558,-0.9009688679024191
85.0,10.0,10.0,10.0,cresh26,60.0749,214.0,51.0,27.2005,27.875,-0.7132504491541813,-0.7009092642998511,-0.433883739117558,-0.9009688679024191
102.0,10.0,10.0,10.0,cresh10,52.5795,63.0,47.0,24.566,27.5,-0.7372773368101239,-0.6755902076156605,-0.433883739117558,-0.9009688679024191
69.0,9.0,11.0,11.0,cresh15,85.8934,194.0,64.0,27.3437,29.875,-0.7489557207890021,-0.6626200482157375,-0.433883739117558,-0.9009688679024191
58.0,9.0,10.0,9.0,cresh06,59.89,270.0,50.0,27.2763,28.375,-0.7518398074789773,-0.6593458151000691,-0.433883739117558,-0.9009688679024191
91.0,10.0,10.0,10.0,cresh09,52.3994,65.0,44.0,24.6566,29.625,-0.7547095802227719,-0.6560590289905074,-0.433883739117558,-0.9009688679024191
63.0,10.0,10.0,10.0,cresh26,59.7355,369.0,53.0,27.3079,29.25,-0.7743926440821854,-0.6327053285625163,-0.433883739117558,-0.9009688679024191
71.0,10.0,10.0,10.0,cresh26,59.7184,369.0,52.0,27.3215,28.875,-0.7743926440821854,-0.6327053285625163,-0.433883739117558,-0.9009688679024191
67.0,10.0,10.0,10.0,cresh26,59.8632,363.0,51.0,27.3079,29.0,-0.7798844830928819,-0.625923472184059,-0.433883739117558,-0.9009688679024191
78.0,10.0,10.0,10.0,cresh10,51.7717,65.0,44.0,25.0409,29.25,-0.7853169308807446,-0.6190939493098343,-0.433883739117558,-0.9009688679024191
60.0,9.0,11.0,11.0,cresh15,86.6331,239.0,66.0,27.4932,30.25,-0.7906895737438433,-0.6122172800344493,-0.433883739117558,-0.9009688679024191
58.0,10.0,10.0,9.0,cresh06,59.6686,358.0,52.0,27.3215,28.5,-0.7960020025346222,-0.6052939880428941,-0.433883739117558,-0.9009688679024191
77.0,10.0,10.0,11.0,cresh10,51.2485,63.0,44.0,25.2188,29.375,-0.8241261886220157,-0.5664062369248328,-0.433883739117558,-0.9009688679024191
105.0,9.0,11.0,11.0,cresh15,83.5831,192.0,65.0,27.7017,29.625,-0.8290375725550418,-0.5591929034707466,-0.433883739117558,-0.9009688679024191
60.0,10.0,11.0,9.0,cresh06,59.6552,248.0,50.0,27.3215,28.375,-0.8314696123025452,-0.5555702330196022,-0.433883739117558,-0.9009688679024191
74.0,10.0,10.0,11.0,cresh10,51.2753,59.0,46.0,25.3389,28.75,-0.8410390129643923,-0.540974471367994,-0.433883739117558,-0.9009688679024191
57.0,10.0,11.0,9.0,cresh06,59.9399,221.0,51.0,27.2626,28.5,-0.8503522249955626,-0.5262139236518699,-0.433883739117558,-0.9009688679024191
62.0,10.0,11.0,9.0,cresh06,59.817,223.0,50.0,27.2763,28.75,-0.8526401643540924,-0.5224985647159487,-0.433883739117558,-0.9009688679024191
101.0,10.0,11.0,10.0,cresh09,51.0308,61.0,45.0,25.3704,29.125,-0.8549118706729466,-0.5187732581605214,-0.433883739117558,-0.9009688679024191
78.0,11.0,11.0,10.0,cresh27,83.33,173.0,68.0,27.5974,29.375,-0.8660254037844384,-0.5000000000000004,-0.433883739117558,-0.9009688679024191
87.0,11.0,11.0,10.0,cresh27,81.0635,156.0,66.0,27.5806,29.75,-0.8968727415326883,-0.44228869021900136,-0.433883739117558,-0.9009688679024191
94.0,10.0,10.0,10.0,cresh19,85.6598,143.0,66.0,28.6651,30.25,0.5336145159156117,-0.8457278217039732,0.0,1.0
83.0,9.0,11.0,11.0,cresh23,55.1611,68.0,46.0,23.9416,25.5,0.37460659341591224,-0.9271838545667873,0.0,1.0
64.0,10.0,10.0,10.0,cresh19,55.2183,70.0,46.0,23.9416,28.75,0.3705574375098363,-0.9288095528719242,0.0,1.0
90.0,9.0,11.0,11.0,cresh23,55.0163,65.0,48.0,24.1385,27.5,0.2923717047227366,-0.9563047559630355,0.0,1.0
86.0,9.0,11.0,11.0,cresh20,54.7657,61.0,49.0,24.1217,25.5,0.258819045102521,-0.9659258262890682,0.0,1.0
86.0,9.0,11.0,11.0,cresh23,54.9275,70.0,46.0,24.108,27.875,0.21643961393810274,-0.9762960071199334,0.0,1.0
96.0,9.0,11.0,10.0,cresh23,82.2667,136.0,67.0,28.2945,30.125,0.11753739745783755,-0.9930684569549263,0.0,1.0
64.0,9.0,11.0,11.0,cresh18,78.5075,167.0,68.0,28.6209,31.125,0.09584575252022391,-0.9953961983671789,0.0,1.0
93.0,9.0,10.0,11.0,cresh16,79.4722,176.0,63.0,29.1547,31.0,0.06104853953485675,-0.998134798421867,0.0,1.0
64.0,10.0,10.0,9.0,cresh22,77.7957,179.0,66.0,29.3316,28.375,0.02617694830787342,-0.9996573249755573,0.0,1.0
93.0,9.0,10.0,11.0,cresh16,80.4357,209.0,64.0,29.3769,31.25,-0.004363309284746621,-0.9999904807207345,0.0,1.0
64.0,9.0,11.0,10.0,cresh18,77.2617,206.0,65.0,29.7654,31.875,-0.03925981575906871,-0.9992290362407229,0.0,1.0
93.0,9.0,10.0,10.0,cresh16,81.6815,218.0,67.0,29.4359,31.375,-0.06975647374412527,-0.9975640502598242,0.0,1.0
96.0,9.0,11.0,10.0,cresh23,71.8271,95.0,66.0,28.704,31.375,-0.07410849019539938,-0.9972501850994856,0.0,1.0
85.0,10.0,10.0,11.0,cresh16,81.7034,148.0,64.0,29.2284,31.25,-0.1348509302737229,-0.9908658973868822,0.0,1.0
85.0,9.0,11.0,10.0,cresh23,81.7034,148.0,64.0,29.2284,31.125,-0.1348509302737229,-0.9908658973868822,0.0,1.0
66.0,9.0,10.0,10.0,cresh19,81.7034,148.0,64.0,29.2284,32.25,-0.1348509302737229,-0.9908658973868822,0.0,1.0
101.0,9.0,11.0,11.0,cresh18,78.387,137.0,63.0,28.961,31.75,-0.1822355254921475,-0.9832549075639546,0.0,1.0
92.0,10.0,10.0,10.0,cresh26,78.8159,17.0,45.0,25.673000000000002,30.375,-0.19080899537654475,-0.981627183447664,0.0,1.0
89.0,10.0,10.0,10.0,cresh16,82.4833,88.0,66.0,28.2776,30.875,-0.21643961393810296,-0.9762960071199334,0.0,1.0
94.0,10.0,10.0,10.0,cresh30,54.2778,63.0,44.0,24.2986,26.375,-0.25038000405444155,-0.9681476403781077,0.0,1.0
98.0,9.0,10.0,10.0,cresh16,73.2294,70.0,71.0,28.3087,30.25,-0.2672383760782568,-0.9636304532086231,0.0,1.0
100.0,9.0,11.0,10.0,cresh18,73.2294,70.0,71.0,28.3087,30.75,-0.2672383760782568,-0.9636304532086231,0.0,1.0
72.0,9.0,10.0,10.0,cresh19,93.8973,92.0,69.0,27.1215,31.375,-0.2672383760782568,-0.9636304532086231,0.0,1.0
69.0,10.0,10.0,10.0,cresh26,75.1645,17.0,46.0,25.4675,27.0,-0.2881962681340892,-0.9575713608048144,0.0,1.0
98.0,10.0,10.0,11.0,cresh30,54.6392,66.0,46.0,24.0206,28.25,-0.3131638064837496,-0.949699126201877,0.0,1.0
115.0,10.0,10.0,10.0,cresh21,97.5337,107.0,66.0,26.9593,29.375,-0.3173046564050919,-0.9483236552061994,0.0,1.0
94.0,10.0,10.0,11.0,cresh21,76.7963,75.0,69.0,28.5287,29.625,-0.3255681544571568,-0.9455185755993167,0.0,1.0
69.0,9.0,11.0,11.0,cresh18,95.2356,113.0,66.0,26.9867,31.125,-0.3255681544571568,-0.9455185755993167,0.0,1.0
97.0,10.0,10.0,10.0,cresh16,76.7963,75.0,69.0,28.5287,30.625,-0.3255681544571568,-0.9455185755993167,0.0,1.0
68.0,9.0,10.0,9.0,cresh26,72.5764,17.0,50.0,25.2641,26.375,-0.33791671800332673,-0.9411760152563707,0.0,1.0
69.0,10.0,10.0,9.0,cresh26,72.2564,17.0,48.0,25.2193,26.5,-0.3461170570774931,-0.938191335922484,0.0,1.0
75.0,10.0,10.0,10.0,cresh17,54.2036,63.0,45.0,24.2259,29.75,-0.35429103799771583,-0.9351352096860117,0.0,1.0
101.0,10.0,10.0,11.0,cresh16,65.5143,31.0,47.0,26.3234,30.375,-0.35836794954530043,-0.9335804264972016,0.0,1.0
107.0,9.0,10.0,10.0,cresh16,81.4421,74.0,65.0,28.3973,30.25,-0.39073112848927355,-0.9205048534524404,0.0,1.0
85.0,9.0,11.0,11.0,cresh18,95.8037,123.0,67.0,26.9867,31.5,-0.39073112848927355,-0.9205048534524404,0.0,1.0
81.0,9.0,10.0,10.0,cresh19,95.8037,123.0,67.0,26.9867,31.75,-0.39073112848927355,-0.9205048534524404,0.0,1.0
106.0,9.0,11.0,11.0,cresh30,58.4921,76.0,53.0,27.4205,28.25,-0.3947438563842672,-0.9187912101488983,0.0,1.0
93.0,10.0,10.0,11.0,cresh21,96.4826,119.0,69.0,26.8688,30.625,-0.3987490689252463,-0.917060074385124,0.0,1.0
59.0,10.0,10.0,10.0,cresh26,70.5449,17.0,45.0,25.1609,26.625,-0.3987490689252463,-0.917060074385124,0.0,1.0
62.0,10.0,10.0,10.0,cresh26,97.249,164.0,68.0,26.6329,27.625,-0.4067366430758002,-0.9135454576426009,0.0,1.0
103.0,10.0,10.0,11.0,cresh21,71.1884,46.0,45.0,25.3361,27.625,-0.4539904997395467,-0.8910065241883679,0.0,1.0
76.0,10.0,11.0,10.0,cresh19,70.7376,46.0,50.0,25.2641,29.5,-0.46561452032511136,-0.8849876374630419,0.0,1.0
73.0,10.0,10.0,10.0,cresh18,70.6329,46.0,49.0,25.2193,29.875,-0.488621241496955,-0.8724960070727971,0.0,1.0
103.0,10.0,10.0,11.0,cresh21,70.4379,46.0,49.0,25.2474,27.5,-0.5150380749100542,-0.8571673007021123,0.0,1.0
130.0,10.0,10.0,10.0,cresh24,54.7122,70.0,45.0,24.2986,30.125,-0.5735764363510462,-0.8191520442889917,0.0,1.0
86.0,10.0,10.0,10.0,cresh21,69.3924,46.0,45.0,25.3059,26.375,-0.5771451900372335,-0.816641555161679,0.0,1.0
67.0,10.0,10.0,10.0,cresh18,70.0061,46.0,49.0,25.3507,30.625,-0.5807029557109398,-0.8141155183563192,0.0,1.0
74.0,10.0,10.0,10.0,cresh19,73.453,39.0,45.0,27.6484,30.75,-0.6087614290087207,-0.7933533402912352,0.0,1.0
86.0,9.0,11.0,10.0,cresh30,59.115,89.0,50.0,27.2426,28.75,-0.6327053285625159,-0.7743926440821857,0.0,1.0
82.0,10.0,10.0,10.0,cresh21,73.4113,46.0,44.0,25.4811,26.5,-0.636078220277764,-0.77162458338772,0.0,1.0
68.0,10.0,10.0,10.0,cresh18,73.6718,46.0,46.0,25.3643,30.625,-0.636078220277764,-0.77162458338772,0.0,1.0
74.0,10.0,10.0,10.0,cresh19,71.0242,46.0,45.0,25.4227,29.875,-0.6851829903263591,-0.7283709698824002,0.0,1.0
116.0,10.0,10.0,9.0,cresh23,71.0242,46.0,45.0,25.4227,26.5,-0.6851829903263591,-0.7283709698824002,0.0,1.0
69.0,10.0,10.0,10.0,cresh18,70.7269,46.0,45.0,25.3945,30.125,-0.6915130557822693,-0.7223639620597557,0.0,1.0
89.0,10.0,10.0,10.0,cresh21,67.5013,35.0,46.0,27.4586,26.875,-0.6915130557822693,-0.7223639620597557,0.0,1.0
85.0,11.0,11.0,10.0,cresh24,59.4398,369.0,48.0,27.6764,29.625,-0.69779045984168,-0.7163019434246545,0.0,1.0
75.0,10.0,11.0,10.0,cresh30,59.0043,76.0,53.0,27.5237,29.125,-0.7193398003386512,-0.6946583704589973,0.0,1.0
66.0,10.0,10.0,10.0,cresh18,73.7111,47.0,46.0,25.8493,30.125,-0.740218127486832,-0.6723668074346681,0.0,1.0
82.0,10.0,10.0,10.0,cresh21,73.7111,47.0,46.0,25.8493,27.5,-0.7431448254773942,-0.6691306063588581,0.0,1.0
83.0,10.0,10.0,10.0,cresh23,73.7111,47.0,46.0,25.8493,26.75,-0.7431448254773942,-0.6691306063588581,0.0,1.0
84.0,10.0,11.0,10.0,cresh30,58.5432,78.0,53.0,27.7017,29.125,-0.7460573750616994,-0.6658816660008344,0.0,1.0
71.0,10.0,10.0,10.0,cresh19,72.015,46.0,46.0,25.2474,29.625,-0.7660444431189779,-0.6427876096865396,0.0,1.0
67.0,10.0,10.0,10.0,cresh10,59.4605,389.0,50.0,27.7964,29.5,-0.7771459614569706,-0.6293203910498378,0.0,1.0
63.0,10.0,10.0,10.0,cresh18,70.6555,46.0,52.0,24.9126,29.5,-0.7853169308807446,-0.6190939493098343,0.0,1.0
82.0,10.0,10.0,10.0,cresh21,70.6555,46.0,52.0,24.9126,27.0,-0.788010753606722,-0.6156614753256582,0.0,1.0
81.0,9.0,10.0,10.0,cresh10,76.8951,100.0,62.0,28.4109,29.875,-0.7906895737438433,-0.6122172800344493,0.0,1.0
107.0,10.0,10.0,10.0,cresh17,71.7212,46.0,50.0,24.9711,28.0,-0.7933533402912349,-0.6087614290087209,0.0,1.0
97.0,10.0,11.0,10.0,cresh17,71.7212,46.0,50.0,24.9711,28.0,-0.7933533402912349,-0.6087614290087209,0.0,1.0
87.0,10.0,10.0,10.0,cresh24,59.3681,349.0,49.0,27.8385,29.875,-0.7933533402912349,-0.6087614290087209,0.0,1.0
